Group_Name,avg_time_per_book,bookshelf_link,category,curr_reading_authors,curr_reading_titles,group_type,location,member_cnt,tags
Reading Between The Wines,0.0,,"Books & Literature, General",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","Waterville, ME",3,"best-sellers, biographical, bookclub, comedies, fantasy, fiction, memoirs, movie-adaptations, nonfiction, romance"
Dimensions ,0.0,,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,NA,2,"bookclub, dystopian, young-adult"
WimpyDork,0.0,,"Friends & Common Interest, Hobbies & Crafts",,,This is a private group. Members must be invited or approved by the group's moderator.,South Africa,3,"bookclub, dhipika, faction, fun, jeff-kinney, rachel-renee-russell"
Durham Feminist Book Club,4.0,https://www.goodreads.com/group/bookshelf/205146-durham-feminist-book-club,"Student Groups, Clubs & Societies",Audre Lorde,"""Sister Outsider: Essays and Speeches""","This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","DH1 3DG, The United Kingdom",4,"bookclub, bookclub-any-type-of-book, feminism, feminist-book-club, feminist-fiction"
Mitten Murderinos,0.0,,"Books & Literature, Nonfiction",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,3,"bookclub, michigan, myfavoritemurder, truecrime"
Rabbit Readers,0.0,,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,NA,2,"any-type-of-book, bookclub"
Intfiction.org Book Club,0.0,,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,NA,9,"bookclub, interactive-fiction"
Fantastična čitaonica,0.0,,"Books & Literature, Science Fiction & Fantasy",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","11103, Serbia",20,"bookclub, fantasy, horror, science-fiction, serbian-literature"
Beyond The Book,0.0,https://www.goodreads.com/group/bookshelf/205000-beyond-the-book,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,Tunisia,13,"bookclub, genres"
Wordish Whales,0.0,,"Books & Literature, Young Adult",,,"This is a private group. Members must be invited or approved by the group's moderator.
            This group is accepting new members.",NA,15,"bookclub, contemporary, fantasy, fiction, historical-fiction, middle-grade, new-adult, romance, young-adult"
The Illiterati,0.0,,"Books & Literature, General",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","Philadelphia, PA",3,bookclub
TBR pile - One book at a time,29.0,https://www.goodreads.com/group/bookshelf/204937-tbr-pile---one-book-at-a-time,"Books & Literature, Science Fiction & Fantasy","Anita Amirrezvani, Diana Gabaldon","""The Blood of Flowers"", ""The Space Between (Outlander, #7.5)""",This is a public group. Anyone can join and invite others to join.,NA,18,"bookclub, fantasy, fiction, historical-fiction, paranormal, romance, scifi, tbr, tbr-pile, young-adult"
MoEpiReads,0.0,,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,NA,17,bookclub
Leituras conjuntas: ilhas portuguesas - Read along,30.0,https://www.goodreads.com/group/bookshelf/204335-leituras-conjuntas-ilhas-portuguesas---read-along,"Books & Literature, General",P.C. Cast,"""Iluminada (Goddess Summoning, #3)""",This is a public group. Anyone can join and invite others to join.,Portugal,12,"açores, bookclub, clube-de-leitura, diversão, ilha, leitura, leitura-conjunta, ler, literatura, livros"
A Little Bit of Everything,30.0,https://www.goodreads.com/group/bookshelf/205052-a-little-bit-of-everything,"Friends & Common Interest, Friends",Emily Brontë,"""Wuthering Heights""","This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",The United Kingdom,6,"bookclub, bookclub-any-type-of-book, friends, reading-challenge"
"Zombies, Run!",42.0,https://www.goodreads.com/group/bookshelf/204340-zombies-run,"Books & Literature, Health, Mind & Body","Naomi Alderman, Six to Start","""Zombies, Run!: Keeping Fit and Living Well in the Current Zombie Emergency""",This is a public group. Anyone can join and invite others to join.,The United Kingdom,203,"bookclub, health, zombies"
The Literary Alliance Group,0.0,,"Just for Fun, Fan Clubs",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","Holland, MI",6,bookclub
Babadook Book Club,0.0,,"Just for Fun, Fan Clubs",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","Oklahoma City, OK",2,"bookclub, horror, horror-fiction, women-only"
Lou Ladies Book Club,0.0,,"Just for Fun, Totally Pointless",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",NA,5,"bookclub, louisville"
Read with unicorn,0.0,,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,Turkey,3,"bookclub, fantasy-romance-series"
Bookaflies,0.0,https://www.goodreads.com/group/bookshelf/203666-bookaflies,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,The United Kingdom,6,"any-type-of-book, bookclub, challenge, fiction, must-reads, nonfiction, year"
Book Club 16-17,0.0,,"Organizations, Clubs & Societies",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",NA,19,bookclub
Entrepreneurial Journey,30.0,https://www.goodreads.com/group/bookshelf/204169-entrepreneurial-journey,"Business, General",Guy Kawasaki,"""The Art of the Start 2.0: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything""",This is a public group. Anyone can join and invite others to join.,Greece,3,"bookclub, business, business-book-club, business-books, business-books-entrepreneur, entrepreneur, entrepreneurial-journey, entrepreneurship, young-entrepreneurs"
I Read #likeagirl,0.0,https://www.goodreads.com/group/bookshelf/203658-i-read-likeagirl,"Organizations, Community Organizations",,,This is a public group. Anyone can join and invite others to join.,NA,10,"bookclub, feminism, feminist-book-club, politics"
ABD Books on Tap,0.0,,"Books & Literature, Nonfiction",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","Aberdeen, MD",3,bookclub
Purity in Progress Book Club,0.0,https://www.goodreads.com/group/bookshelf/203611-purity-in-progress-book-club,"Friends & Common Interest, Dating & Relationships",,,"This is a private group. Members must be invited or approved by the group's moderator.
            This group is accepting new members.",NA,2,"book-clubs, book-discussion-group, book-group, bookclub, boundaries, discernment, faith, relationships, self-esteem"
CANA Book Club,0.0,,"Student Groups, Clubs & Societies",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",Hong Kong,15,"bookclub, cana, gce, hkdse, ib, igcse, myp"
Reading geeks,0.0,https://www.goodreads.com/group/bookshelf/203582-reading-geeks,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,Russian Federation,32,"bookclub, fantasy, sci-fi, science-fiction"
The Literary Dragons Book Club,27.0,https://www.goodreads.com/group/bookshelf/203843-the-literary-dragons-book-club,"Books & Literature, Young Adult","Lauren Oliver, Sarah Drew</span></a> <span class=""authorName greyText smallText role"">(Reading), Renee Ahdieh, Jojo Moyes, Rainbow Rowell","""Delirium"", ""The Wrath and the Dawn (The Wrath and the Dawn, #1)"", ""Me Before You (Me Before You, #1)"", ""Eleanor &amp; Park""",This is a public group. Anyone can join and invite others to join.,NA,27,"adventure, bookclub, booklovers, contemporary, dystopian, fantasy, new-adult, reading, ya, youngadult"
Mrs. Cattes' 40BookClub ,0.0,,"Student Groups, Clubs & Societies",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","Coloma, MI",24,"40bookclub, bookclub, cattes, cjhs"
Romance Readers,0.0,,"Books & Literature, Romance",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,33,"bookclub, new-adult, new-adult-romance, romance"
Loeb Classical Library Readalong,0.0,,"Books & Literature, History",,,This is a public group. Anyone can join and invite others to join.,The United Kingdom,2,"bookclub, classics, greek, lcl, loeb-classical-library, readalong, roman"
Girl Develop It Philadelphia Book Club,62.0,https://www.goodreads.com/group/bookshelf/204188-girl-develop-it-philadelphia-book-club,"Organizations, Academic Organizations","Bill Burnett, Dave Evans","""Designing Your Life: Build a Life that Works for You""","This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","Philadelphia, PA",45,"bookclub, develop, girl, philadelphia"
WWW,0.0,,"Goodreads Authors, General",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",The United Kingdom,14,bookclub
First Monday Book Club,0.0,https://www.goodreads.com/group/bookshelf/189361-first-monday-book-club,"Organizations, Libraries",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","Temple, TX",13,"bookclub, library-bookclub, public-library, temple, tx"
Fantastic Books and Where to Read Them,29.0,https://www.goodreads.com/group/bookshelf/203797-fantastic-books-and-where-to-read-them,"Just for Fun, Fan Clubs","Dhonielle Clayton, Cassandra Clare","""The Belles (The Belles #1)"", ""Clockwork Prince (The Infernal Devices, #2)""",This is a public group. Anyone can join and invite others to join.,NA,22,"bookclub, fiction, fiction-writing, whatever-you-want, young-adult"
Chick Lits YA Club,0.0,,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,The United Kingdom,3,"bookclub, chick-lit, romance"
BookWorms of YA fiction,0.0,,"Just for Fun, Fan Clubs",,,This is a public group. Anyone can join and invite others to join.,"Bandon, OR",2,"bookclub, fantasy, fiction, ya"
Lady/NB Book Time,0.0,,"Friends & Common Interest, Politics",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,6,"bookclub, feminism"
The Völur Book Club,0.0,,"Books & Literature, General",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.",NA,7,"book-discussion-group, bookclub, bookclub-any-type-of-book, feminism, feminist, feminist-authors, feminist-book-club"
The Glass Ceiling Book Club,0.0,https://www.goodreads.com/group/bookshelf/203472-the-glass-ceiling-book-club,"Books & Literature, Literature & Fiction",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","Philadelphia, PA",6,"bookclub, feminism, women, women-authors"
Um Ano de Livros,0.0,,"Books & Literature, General",,,This is a private group. Members must be invited or approved by the group's moderator.,Brazil,5,"2017-challenge, annual, bookclub"
Riff Raff and Theology,0.0,,"Friends & Common Interest, Religion & Spirituality",,,This is a public group. Anyone can join and invite others to join.,NA,3,"bookclub, lutheran, lutheranism, theology"
